dcterms:identifier,AI Title,Subjects,subj,wikidata,Description,xml,ARK ID(2),thumbnail,dcterms:title,Title,Type,HebrewDate,Hebrew Date,dcterms:date,unixtime,date written,hasFormat,Link,Ark,Collection,Collection uri,Duplicate,Refers to the Occident,dcterms:identifier 2,dcterms:identifier 2 1,dcterms:creator,dcterms:creator 1,dcterms:creator 2,dcterms:creator 3,dcterms:creator 4,dcterms:creator 5,dcterms:creator 6,dcterms:creator 7,dcterms:creator 8,dcterms:creator 9,dcterms:creator 10,dcterms:creator 11,dcterms:creator 12,dcterms:creator 13,"dcterms:creator,uri",dcterms:source,fromLocation,fromLocationwikidata,dcterms:spatialcoverage,Getty Thesaurus of Geographic Names ID,author latitude,author longitude,toLocation,recipient latitude,recipient longitude,dcterms:contributor,dcterms:contributor 1,dcterms:contributor 2,dcterms:contributor 3,dcterms:format,dcterms:language,Column,bookseller_editor,agent,correspondent,Religious Leader,Christian,Postmaster,URL 2,filepath,Wikibase editing results
LSDCBx2FF1_6,"Letter from Cauffman H. Meyer to Isaac Leeser, March 15, 1854",Hebrew Benevolent Ball|Sales of Books|China Jews,Hebrew Benevolent Ball,Hebrew Benevolent Ball,"Letter from Cauffman H. Meyer in San Francisco to Revd I. Leeser in Philadelphia. Meyer acknowledges receipt of Leeser's letter and books, delayed due to a steamer accident. He discusses sales of the books, a successful ""Hebrew Benevolent Ball"", and provides updates on acquaintances.  He mentions Mr. Cohen's information about China Jews and Mr. Chay Emanuel's regards.  The letter also includes a clipped newspaper notice about the ball.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF1_6.xml,ark:/81431/p3k06xm56,"https://iiif-images.library.upenn.edu/iiif/2/0a1d8f0f-a5a3-40e7-ac09-1ea1901fd2b8%2Faccess/full/!600,600/0/default.jpg","Letter from Cauffman H. Meyer to Isaac Leeser;March 15, 1854","Letter to Isaac Leeser from Meyer, Cauffman H.;March 15, 1854",Letter,ט״ו בַּאֲדָר תרי״ד,,1854-03-15,-3654288000,"March 15, 1854",https://colenda.library.upenn.edu/items/ark:/81431/p3k06xm56/manifest,https://colenda.library.upenn.edu/catalog/81431-p3k06xm56,ark:/81431/p3k06xm56,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f1_0006,,Cauffman H. Meyer,Cauffman H. Meyer,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF1_6,San Francisco,Q62,San Francisco,7014456,37.77493,-122.41942,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s).,English,English,,,,,,,ilcajs_b2f1_0006_1r.jpg|ilcajs_b2f1_0006_1v.jpg,,
LSDCBx1FF5_3,Letter to Isaac Leeser Regarding Jewish Publications and Religious Matters,Jewish periodicals|Christianity|Religious Caricature,Jewish periodicals,Jewish periodicals,"A four-page letter written on February 16, 1848, from an unknown author in New York City to Reverend Isaac Leeser in Philadelphia. The letter discusses several topics, including the author's delayed response to a previous letter, the delivery of the Jewish Chronicle, the author's limited influence, a proposed subscription to the Jewish Advocate, the apocryphal New Testament, and an encounter with a caricature of God. The letter also references  Mr. I. Lindo, Mrs. Joel, Dr. Raphael, Mr. Knit, and the Bishop of London. The letter mentions the author's reflections on Christianity and their willingness to contribute to Leeser's projects but expresses concerns about their limited influence.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF5_3.xml,ark:/81431/p32j68w7r,"https://iiif-images.library.upenn.edu/iiif/2/dda5f1f8-a679-4fc8-b388-27bf7f530cbb%2Faccess/full/!600,600/0/default.jpg","Letter to Isaac Leeser;February 16, 1848",,Letter,י״ב בַּאֲדָר א׳ תר״ח,,1848-02-16,-3846009600,"February 16, 1848",https://colenda.library.upenn.edu/items/ark:/81431/p32j68w7r/manifest,https://colenda.library.upenn.edu/catalog/81431-p32j68w7r,ark:/81431/p32j68w7r,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f5_0003,ilcajs_b1f5,,,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF5_3,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s).,English,,,,,,,,ilcajs_b1f5_0003_1r.jpg|ilcajs_b1f5_0003_1v.jpg|ilcajs_b1f5_0003_2r.jpg|ilcajs_b1f5_0003_2v.jpg,sceti\current_projects\Leeser\ilcajs_b1f5\ilcajs_b1f5_0003_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f5\ilcajs_b1f5_0003_1v.tif|sceti\current_projects\Leeser\ilcajs_b1f5\ilcajs_b1f5_0003_2r.tif|sceti\current_projects\Leeser\ilcajs_b1f5\ilcajs_b1f5_0003_2v.tif,
LSKAP20-776,,Advertisements|Jewish Publications|Asmonean|*Allgemeine Zeitung des Judenthums*|United Hebrew Congregation,Advertising,Advertisements,"Letter from A. S. Myers, Simon Abeleson, and Raphael Heiler[?] to Isaac Leeser requesting the insertion of an advertisement in Leeser's publications, *The Asmonean* and *Allgemeine Zeitung des Judenthums*, and asking that a previously sent advertisement be cancelled.  The letter is dated [ca. 1850s] and was written in Philadelphia.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP20-776.xml,,,Letter from A. S. Myers|Simon Abeleson|Raphael Heiler[?] to Isaac Leeser,,Letter,,,[ca. 1850s],,,,,,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,leeser_20_776,,A. S. Myers|Simon Abeleson|Raphael Heiler[?],"Myers, A. S.","Abeleson, Simon","Heiler[?], Raphael",,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP20-776,Philadelphia,Q1345,Philadelphia,7014406,39.95233,-75.16379,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,leeser_20_776_001.jpg|leeser_20_776_002.jpg,,
LSTCAT_item49,"Letter from Leo Merzbacher to Isaac Leeser, March 27, 1849",Torah scrolls|Religious objects|American Jewish Life,Torah scrolls,Torah scrolls,"Letter from Leo Merzbacher to Isaac Leeser in Philadelphia.  The letter, written in German and partially in Hebrew, discusses the delivery of a Torah scroll and other matters.  Some words and phrases are illegible in the provided transcription.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSTCAT_item49.xml,ark:/81431/p3zs2m04r,"https://iiif-images.library.upenn.edu/iiif/2/d950f684-de29-4abd-acf2-424a4b399d5a%2Faccess/full/!600,600/0/default.jpg","Letter from Leo Merzbacher to Isaac Leeser;March 27, 1849","Letter to Isaac Leeser from Merzbacher, Leo;March 27, 1849",Letter,ד׳ בְּנִיסָן תר״ט,,1849-03-27,-3811017600,"March 27, 1849",https://colenda.library.upenn.edu/items/ark:/81431/p3zs2m04r/manifest,https://colenda.library.upenn.edu/catalog/81431-p3zs2m04r,ark:/81431/p3zs2m04r,The Jesselson Family Collection of Isaac Leeser Material,http://www.wikidata.org/wiki/Q125097480,,,il_tcat_item49,,Leo Merzbacher,"Merzbacher, Leo",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSTCAT_item49,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,German | Hebrew,German | Hebrew,,,,,,,il_tcat_item49_wk1_body0001.jpg|il_tcat_item49_wk1_body0002.jpg,,
LSKAP0001,"Death of Reverend A. Ansel: Letter from B. M. Emanuel to Isaac Leeser, October 21, 1851",Death announcements|Jewish communities in the South|The Occident,Death notices,Death announcements,"Letter from B.M. Emanuel in Mobile, AL, to Reverend Isaac Leeser in Philadelphia, PA. Emanuel informs Leeser of the death of Reverend A. Ansel, formerly of Liverpool, who died in Mobile on September 8, 1851.  He requests that Leeser publish a notice of Ansel's death in the Occident, as it circulates in England where Ansel had relatives. Emanuel also mentions Ansel's possessions, a mohel's instrument, which are being held as a memento for Ansel's child.  The letter also discusses financial matters and the scarcity of money in Mobile due to low river levels hindering trade.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0001.xml,ark:/81431/p3pc2td9d,"https://iiif-images.library.upenn.edu/iiif/2/18cebe73-2db5-4518-9eb7-949eb3067c96%2Faccess/full/!600,600/0/default.jpg","Letter from B. M. Emanuel to Isaac Leeser;October 21, 1851","Letter to Isaac Leeser from Emanuel, B. M.;October 21, 1851",Letter,כ״ה בְּתִשְׁרֵי תרי״ב,,1851-10-21,-3729974400,"October 21, 1851",https://colenda.library.upenn.edu/items/ark:/81431/p3pc2td9d/manifest,https://colenda.library.upenn.edu/catalog/81431-p3pc2td9d,ark:/81431/p3pc2td9d,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,LSKAP0001,,B. M. Emanuel,"Emanuel, B. M.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0001,Mobile,Q79875,Mobile,,30.69436,-88.04305,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,LSKAP0001R.jpg|LSKAP0001V.jpg,,
LSDCBx2FF10_14,"Payment for Books: Solomons to Leeser, April 1, 1863",Remittance|Book Orders|American Life,Remittance,Remittance,"Letter from H. J. Solomons to Isaac Leeser, written in Washington, D.C. on April 1, 1863. Solomons encloses $1.17 for books Leeser sent him two months prior.  He thanks Leeser for his attention and wishes him a ""good Yom-"" (the rest of the word is unclear).",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF10_14.xml,ark:/81431/p3zp3wk9f,"https://iiif-images.library.upenn.edu/iiif/2/434fb853-206b-48af-a666-87fadedf5b8f%2Faccess/full/!600,600/0/default.jpg","Letter from H. J. Solomons to Isaac Leeser;April 01, 1863","Letter to Isaac Leeser from Solomons, H. J.;April 01, 1863",Letter,י״ב בְּנִיסָן תרכ״ג,,1863-04-01,-3368822400,"April 01, 1863",https://colenda.library.upenn.edu/items/ark:/81431/p3zp3wk9f/manifest,https://colenda.library.upenn.edu/catalog/81431-p3zp3wk9f,ark:/81431/p3zp3wk9f,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f10_0014,,H. J. Solomons,"Solomons, Adolphus Simeon",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF10_14,"Washington, D.C.",Q61,"Washington, D.C.",7013962,38.91706,-77.00025,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSDCBx2FF12_29,"Letter from Moses N. Nathan to Isaac Leeser, August 17, 1865",Congregational conflicts|Jewish life in the United States|Jewish life in Great Britain,Congregational conflicts,Congregational conflicts,"Letter from Moses N. Nathan in St. Thomas to Isaac Leeser in Philadelphia.  Nathan discusses business matters, including the slow sale of Bibles and prayer books, and the damaged condition of some books from a previous shipment.  He also details his difficult situation as a minister in St. Thomas, describing conflicts within the congregation and his strained relationship with some members.  He mentions news from various individuals, including J. P. Benjamin and Jefferson Davis.  The letter also touches on his thoughts regarding Jewish life in America and Britain, contrasting the situation of Jews in the United States with that of their counterparts in Britain.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF12_29.xml,ark:/81431/p34x5532t,"https://iiif-images.library.upenn.edu/iiif/2/ab200f9f-c782-46e3-a1bf-134493d40ea1%2Faccess/full/!600,600/0/default.jpg","Letter from Moses N. Nathan to Isaac Leeser;August 17, 1865","Letter to Isaac Leeser from Nathan, Moses N.;August 17, 1865",Letter,כ״ה בְּאָב תרכ״ה,,1865-08-17,-3293740800,"August 17, 1865",https://colenda.library.upenn.edu/items/ark:/81431/p34x5532t/manifest,https://colenda.library.upenn.edu/catalog/81431-p34x5532t,ark:/81431/p34x5532t,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f12_0029,,Moses N. Nathan,Moses N. Nathan,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q119172575,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF12_29,Saint Thomas,Q463937,Saint Thomas,,18.34537,-64.92755,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 7 page(s) on 4 sheet(s).,English,English,TRUE,TRUE,,,,,ilcajs_b2f12_0029_1r.jpg|ilcajs_b2f12_0029_1v.jpg|ilcajs_b2f12_0029_2r.jpg|ilcajs_b2f12_0029_2v.jpg|ilcajs_b2f12_0029_3r.jpg|ilcajs_b2f12_0029_3v.jpg|ilcajs_b2f12_0029_4r.jpg,,
LSTCAT_item234,Request for Information Regarding Henry Silverstone's Marital Status,Marriage|Jewish law|The Occident,Marriage,marriage,"Letter from M. P. Cohen in Montreal to Isaac Leeser in Philadelphia, requesting information about Henry Silverstone's marital status before granting him a marriage license. Cohen mentions receiving a letter from Silverstone's brother-in-law stating his wife died in 1866 but desires stronger evidence.  He also inquires about his subscription to *The Occident*. An additional note asks the recipient to deliver an enclosed item to someone.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSTCAT_item234.xml,ark:/81431/p33f4m77w,"https://iiif-images.library.upenn.edu/iiif/2/06f31127-96de-487d-91f0-92b0d4d93125%2Faccess/full/!600,600/0/default.jpg",Letter from M. P. Cohen to Isaac Leeser,,Letter,,,18 April 18[?]7,,,https://colenda.library.upenn.edu/items/ark:/81431/p33f4m77w/manifest,https://colenda.library.upenn.edu/catalog/81431-p33f4m77w,ark:/81431/p33f4m77w,The Jesselson Family Collection of Isaac Leeser Material,http://www.wikidata.org/wiki/Q125097480,,,il_tcat_item234,,M. P. Cohen,"Cohen, M. P.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSTCAT_item234,Montreal,Q340,Montreal,7013051,45.50884,-73.58781,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 2 sheet(s).,English,English,,,,,,,il_tcat_item234_wk1_body0001.jpg|il_tcat_item234_wk1_body0002.jpg,,
LSDCBx1FF8_67,"Letter from Benjamin Lindo to Isaac Leeser, November 19, 1851",Obituaries|Book Prices|Philadelphia,Obituaries,Obituaries,"Three-page letter from Benjamin Lindo in Elizabeth Port, New Jersey to Reverend Isaac Leeser in Philadelphia, Pennsylvania.  Lindo acknowledges receipt of Leeser's letter, reports on its delivery to Mr. A.D. Haar, and thanks Leeser for his kind words. Lindo also mentions a request for book prices and encloses an obituary for publication, along with fifty cents. The obituary announces the death of David Bair, son of Abraham Bair and grandson of David Haar, in Elizabeth Port, New Jersey on November 17, 1851.  The body was taken to Williams Burg for burial.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF8_67.xml,ark:/81431/p3jw8771g,"https://iiif-images.library.upenn.edu/iiif/2/546ace84-8718-40f8-90dd-fcdb483dee62%2Faccess/full/!600,600/0/default.jpg","Letter from Benjamin Lindo to Isaac Leeser;November 19, 1851","Letter to Isaac Leeser from Lindo, Benjamin;November 19, 1851",Letter,כ״ד בְּחֶשְׁוָן תרי״ב,,1851-11-19,-3727468800,"November 19, 1851",https://colenda.library.upenn.edu/items/ark:/81431/p3jw8771g/manifest,https://colenda.library.upenn.edu/catalog/81431-p3jw8771g,ark:/81431/p3jw8771g,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f8_0060,,Benjamin Lindo,"Lindo, Benjamin",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF8_67,Elizabeth,Q138311,Elizabeth,,40.66399,-74.2107,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 3 page(s).,English,English,,,,,,,ilcajs_b1f8_0060_1r.jpg|ilcajs_b1f8_0060_2v.jpg|ilcajs_b1f8_0060_3r.jpg,,
LSDCBx2FF5_1,Montefiore's Remittance to Jerusalem,Remittances|Jerusalem|Schleschin,Remittances,Remittances,Letter from Moses Montefiore to Isaac Leeser. Montefiore informs Leeser that he has remitted \'a313.18 to Messrs Nathan and Jacob Leb of Schleschin in Jerusalem and requests that they acknowledge receipt.  The letter is written on two pages and includes a wax seal.,https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF5_1.xml,ark:/81431/p3k931s5n,"https://iiif-images.library.upenn.edu/iiif/2/79c18194-7b54-4863-83d0-ca3924f3b2cb%2Faccess/full/!600,600/0/default.jpg","Letter from 1784-1885 Sir Moses Montefiore to Isaac Leeser;January 21, 1858","Letter to Isaac Leeser from Montefiore, Moses, Sir, 1784-1885;January 21, 1858",Letter,ו׳ בִּשְׁבָט תרי״ח,21 January 5618,1858-01-21,-3532636800,"January 21, 1858",https://colenda.library.upenn.edu/items/ark:/81431/p3k931s5n/manifest,https://colenda.library.upenn.edu/catalog/81431-p3k931s5n,ark:/81431/p3k931s5n,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f5_0001,,Sir Moses Montefiore,"Montefiore, Moses, Sir",,,,,,,,,,,,,https://www.wikidata.org/wiki/Q733118,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF5_1,London,Q84,London,7011781,51.50853,-0.12574,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 2 sheet(s).,English,English,,,,,,,ilcajs_b2f5_0001_1r.jpg|ilcajs_b2f5_0001_2v.jpg,,
LSDCBx2FF2_19,"Letter from Jacob Herzog to Isaac Leeser, April 17, 1855",Travel|Business|Apologies,Travel,Travel,"Letter from Jacob Herzog to Isaac Leeser written in German from Lancaster, PA on April 17, 1855. Herzog apologizes for not being able to visit Leeser as promised, explaining that he did not have enough time in Philadelphia to attend to all his business. He mentions that Leeser should have received three books via Adams Express and promises to visit on his next trip to Philadelphia.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF2_19.xml,ark:/81431/p34j0bh51,"https://iiif-images.library.upenn.edu/iiif/2/1ff8ac48-504b-4088-9508-ef881e2ec6a9%2Faccess/full/!600,600/0/default.jpg","Letter from Jacob Herzog to Isaac Leeser;April 17, 1855","Letter to Isaac Leeser from Herzog, Jacob;April 17, 1855",Letter,כ״ט בְּנִיסָן תרט״ו,,1855-04-17,-3619900800,"April 17, 1855",https://colenda.library.upenn.edu/items/ark:/81431/p34j0bh51/manifest,https://colenda.library.upenn.edu/catalog/81431-p34j0bh51,ark:/81431/p34j0bh51,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f2_0018,,Jacob Herzog,Jacob Herzog,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF2_19,Lancaster,Q320514,Lancaster,,40.03788,-76.30551,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,German,German,,,,,,,,,
LSDCBx3FF4a_6,"Letter from Jonah Bondi to Isaac Leeser, March 16, 1865",Illness|Translation|Purim,Diseases,Illness,"Letter from Jonah Bondi to Isaac Leeser, written on Tuesday, March 14, 1865 (16 Adar 5625). Bondi expresses concern that Leeser has forgotten him and mentions his own illness and decreased ability to work. He includes two articles for Leeser to translate and asks about receiving copies for March and whether he should send a report about the Purim Ball.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx3FF4a_6.xml,ark:/81431/p3513vc3r,"https://iiif-images.library.upenn.edu/iiif/2/9cc5634d-c49a-4983-85bd-99f5af3d8119%2Faccess/full/!600,600/0/default.jpg","Letter from Jonas Bondi to Isaac Leeser;March 14, 1865","Letter to Isaac Leeser from Bondi, Jonas;March 14, 1865",Letter,ט״ז בַּאֲדָר תרכ״ה,16 Adar 5625,1865-03-14,-3307219200,"March 14, 1865",https://colenda.library.upenn.edu/items/ark:/81431/p3513vc3r/manifest,https://colenda.library.upenn.edu/catalog/81431-p3513vc3r,ark:/81431/p3513vc3r,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b3f4a_0006,,Jonas Bondi,Jonas Bondi,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx3FF4a_6,,,Philadelphia,,,,Philadelphia,,,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,Yiddish | English,English | Hebrew,TRUE,,,,,,ilcajs_b3f4a_0006_1r.jpg|ilcajs_b3f4a_0006_1v.jpg,,
LSDCBx3FF14_33,Letter from Elias P. Levy to Isaac Leeser Regarding an Exchange of Books,Hebrew books|Prayer books|Book exchange,Hebrew books,Hebrew books,"Two-page letter from Elias P. Levy to Isaac Leeser, written on September 26, requesting an exchange of Hebrew books for prayer books for his mother and Jacob. Levy asks Leeser to visit his store to make a selection.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx3FF14_33.xml,ark:/81431/p36m33m0h,"https://iiif-images.library.upenn.edu/iiif/2/0b00e92f-ee69-4d06-a7bd-e6a955efd0a9%2Faccess/full/!600,600/0/default.jpg",Letter from Elias P. Levy to Isaac Leeser,"Letter; Levy, Elias P.; Leeser, Isaac, Rev.; Philadelphia, PA; undated",Letter,,,26 September,,,https://colenda.library.upenn.edu/items/ark:/81431/p36m33m0h/manifest,https://colenda.library.upenn.edu/catalog/81431-p36m33m0h,ark:/81431/p36m33m0h,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b3f14_wk1_body0057,,Elias P. Levy,"Levy, Elias P.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx3FF14_33,,,Philadelphia,,,,Philadelphia,,,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 2 sheet(s).,English,English,,,,,,,ilcajs_b3f14_wk1_body0057.jpg|ilcajs_b3f14_wk1_body0058.jpg,,
LSDCBx2FF4_67,"Letter from Dr. M. Mayer to Isaac Leeser, September 10, 1857",Swiss Treaty|Charleston Courier|American Prayer Book,Swiss Treaty,Swiss Treaty,"Letter from Dr. M. Mayer of Charleston, South Carolina, to Reverend Isaac Leeser in Philadelphia, Pennsylvania. Mayer inquires about the delivery of a Bible he ordered for a wedding gift, discusses a controversy surrounding the Swiss Treaty in the Charleston Courier, and comments on Leeser's article on the new American prayer book.  He also mentions Charles H. Moise's role in the Swiss Treaty debate and shares news about S. Jacobs's possible appointment at Girard College.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF4_67.xml,ark:/81431/p3b27qh58,"https://iiif-images.library.upenn.edu/iiif/2/8facbd56-16d6-4ef7-9998-1885fef9c3fd%2Faccess/full/!600,600/0/default.jpg","Letter from M. Mayer to Isaac Leeser;September 10, 1857","Letter to Isaac Leeser from Mayer, M.;September 10, 1857",Letter,כ״א בֶּאֱלוּל תרי״ז,10 September 5617,1857-09-10,-3544128000,"September 10, 1857",https://colenda.library.upenn.edu/items/ark:/81431/p3b27qh58/manifest,https://colenda.library.upenn.edu/catalog/81431-p3b27qh58,ark:/81431/p3b27qh58,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f4_0064,ilcajs_b2f4,M. Mayer,"Mayer, M.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF4_67,Charleston,Q47716,Charleston,7013582,32.77657,-79.93092,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 3 page(s) on 2 sheet(s).,English,English,,,,,,,ilcajs_b2f4_0064_1r.jpg|ilcajs_b2f4_0064_1v.jpg|ilcajs_b2f4_0064_2r.jpg|ilcajs_b2f4_0064_2v.jpg,sceti\current_projects\Leeser\ilcajs_b2f4\ilcajs_b2f4_0064_1r.tif|sceti\current_projects\Leeser\ilcajs_b2f4\ilcajs_b2f4_0064_1v.tif|sceti\current_projects\Leeser\ilcajs_b2f4\ilcajs_b2f4_0064_2r.tif|sceti\current_projects\Leeser\ilcajs_b2f4\ilcajs_b2f4_0064_2v.tif,
LSKAP0113,"Letter to Isaac Leeser from R. A. L., Tioga Center, New York, September 16, 1861",American Civil War|Jewish life in America|The Occident,American Civil War,American Civil War,"Letter from R. A. L. in Tioga Center, NY, to Isaac Leeser in Philadelphia, PA.  R. A. L. discusses his current address, his living situation with a Christian family, and expresses his desire for peace amidst the Civil War. He also mentions receiving back issues of *The Occident* and thanks Leeser for sending them. He closes by expressing hope for a brighter future.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0113.xml,ark:/81431/p3kr2m,"https://iiif-images.library.upenn.edu/iiif/2/8297cf80-c6ab-4444-a127-2fd495197aa1%2Faccess/full/!600,600/0/default.jpg","Letter from R. A. L. to Isaac Leeser;September 16, 1861","Letter to Isaac Leeser from R. A. L.;September 16, 1861",Letter,י״ב בְּתִשְׁרֵי תרכ״ב,,1861-09-16,-3417379200,"September 16, 1861",https://colenda.library.upenn.edu/items/ark:/81431/p3kr2m/manifest,https://colenda.library.upenn.edu/catalog/81431-p3kr2m,ark:/81431/p3kr2m,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,LSKAP0113,,R. A. L.,R. A. L.,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0113,Tioga Center,Q122542090,Tioga Center,,42.05619,-76.34799,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s) on 2 sheet(s).,English,English,,,,,,,LSKAP0113_1r.jpg|LSKAP0113_1v.jpg|LSKAP0113_2r.jpg,,
